model,availability,price,barcode
"RAW R-S1-RNT-4-24-8","1","94.6600","5906675094670"
"RAW R-S1-RNT-5-25-6","99","86.9700","5906675094687"
"RAW R-S1-RNT-5-38-6","24","86.9700","5906675094694"
"RAW R-S1-RNT-6-27-4","17","62.3800","5906675094700"
"RAW R-S1-RNT-6-35-4","27","87.7400","5906675094717"
"RAW R-S1-RNT-8-30-4","11","125.3900","5906675094724"
"RAW R-S1-RNT-8-50-2","38","84.6700","5906675094731"
"RAW R-S1-SFK","368","80.3200","5906675091334"
"RAW R-S1-SM04020-6","252","42.2400","5010445416057"
"RAW R-S1-SM04032-6","211","43.5700","5906675094779"
"RAW R-S1-SM04032K-6","319","57.4700","5906675094786"
"RAW R-S1-SM04032S-6","280","59.6800","5906675094793"
"RAW R-S1-SM04038-6","368","42.9000","5010445416255"
"RAW R-S1-SM04046-20","296","93.6900","5906675094823"
"RAW R-S1-SM04046-6","234","46.2400","5906675094830"
"RAW R-S1-SM05037-20","192","110.3900","5010445416378"
"RAW R-S1-SM05037-6","181","52.2600","5010445416453"
"RAW R-S1-SM05052-20","88","124.4200","5010445003769"
"RAW R-S1-SM05052-6","270","56.2700","5906675094854"
"RAW R-S1-SM05065-20","0","146.4700","5010445416576"
"RAW R-S1-SM05065-6","130","60.9500","5906675064277"
"RAW R-S1-SM06037-20","178","131.1100","5010445003776"
"RAW R-S1-SM06037-6","427","58.2700","5906675094885"
"RAW R-S1-SM06052-20","70","151.1500","5010445003783"
"RAW R-S1-SM06052-6","273","63.6200","5906675094908"
"RAW R-S1-SM06065-10","91","95.6900","5906675094915"
"RAW R-S1-SM06065-20","264","163.1800","5010445416675"
"RAW R-S1-SM06065-4","139","54.2600","5906675094922"
"RAW R-S1-SPO3050-20","241","69.8300","5906675265834"
"RAW R-S1-SPO3050-6","395","34.0500","5010445943652"
"RAW R-S1-SPO5050-20","345","88.9500","5906675265841"
"RAW R-S1-SPO5050-6","258","39.6000","5010445943690"
"RAW R-S1-SPO5080-20","269","100.6700","5906675265858"
"RAW R-S1-SPO5080-6","185","47.6200","5010445943713"
"RAW R-S1-SPO6080-20","300","158.6500","5906675265865"
"RAW R-S1-SPO6080-6","182","51.9400","5906675094939"
"RAW R-S1-TS-3016","572","34.0500","5906675094984"
"RAW R-S1-TS-3020","320","34.0500","5906675094991"
"RAW R-S1-TS-3025","168","34.0500","5906675095004"
"RAW R-S1-TS-3030","498","34.0500","5906675095011"
"RAW R-S1-TS-3035","909","34.0500","5906675095028"
"RAW R-S1-TS-3040","301","34.0500","5906675095035"
"RAW R-S1-TS-3516","309","34.0500","5906675095042"
"RAW R-S1-TS-3520","574","34.0500","5906675095059"
"RAW R-S1-TS-3525","291","34.0500","5906675095066"
"RAW R-S1-TS-3530","276","34.0500","5906675095073"
"RAW R-S1-TS-3535","294","34.0500","5906675095080"
"RAW R-S1-TS-3540","331","34.0500","5906675095097"
"RAW R-S1-TS-4016","431","34.0500","5906675095110"
"RAW R-S1-TS-4020","274","34.0500","5906675095127"
"RAW R-S1-TS-4025","351","34.0500","5906675095134"
"RAW R-S1-TS-4030","356","34.0500","5906675095141"
"RAW R-S1-TS-4035","90","34.0500","5906675095158"
"RAW R-S1-TS-4040","263","34.0500","5906675095165"
"RAW R-S1-TS-4045","604","34.0500","5906675095172"
"RAW R-S1-TS-4050","297","34.0500","5906675095189"
"RAW R-S1-TS-4060","324","34.0500","5906675095196"
"RAW R-S1-TS-4070","600","34.0500","5906675095202"
"RAW R-S1-TS-5020","182","34.0500","5906675095219"
"RAW R-S1-TS-5025","389","34.0500","5906675095226"
"RAW R-S1-TS-5030","253","34.0500","5906675095233"
"RAW R-S1-TS-5040","383","34.0500","5906675095257"
"RAW R-S1-TS-5050","86","34.0500","5906675095264"
"RAW R-S1-TS-5060","270","34.0500","5906675095271"
"RAW R-S1-TS-5080","103","34.0500","5906675095295"
"RAW R-S1-TS-5100","639","34.0500","5906675095318"
"RAW R-S1-TS-5120","150","34.0500","5906675095325"
"RAW R-S1-TS-6040","64","34.0500","5906675095332"
"RAW R-S1-TS-6050","28","34.0500","5906675095349"
"RAW R-S1-TS-6060","1","34.0500","5906675095356"
"RAW R-S1-TS-6070","296","34.0500","5906675095363"
"RAW R-S1-TS-6080","94","34.0500","5906675095370"
"RAW R-S1-TS-6090","372","34.0500","5906675095387"
"RAW R-S1-TS-6100","0","34.0500","5906675095400"
"RAW R-S1-TS-6120","60","34.0500","5906675095417"
"RAW R-S1-UNO-05+40","635","44.6500","5906675095431"
"RAW R-S1-UNO-05-50","311","46.0200","5906675095424"
"RAW R-S1-UNO-06+36","975","46.0000","5906675095455"
"RAW R-S1-UNO-06-50","440","47.5000","5906675095448"
"RAW R-S1-UNO-07+24","289","43.4000","5906675095479"
"RAW R-S1-UNO-07-40","5","47.5000","5906675095462"
"RAW R-S1-UNO-08+20","1035","44.6500","5906675095509"
"RAW R-S1-UNO-08-30","288","48.2400","5906675095486"
"RAW R-S1-UNO-10-15","1126","45.3500","5906675095523"
"RAW R-S1-UNO-10-20","8","46.7600","5906675095516"
"RAW R-S1-UNO-10-50","542","111.8000","5906675431680"
"RAW R-S1-UNO-YRB+","280","60.5700","5906675095684"
"RAW R-S1-UNO-YRBBG","1410","62.3000","5906675095707"
"RAW R-S1-UNO-YRBBG+","3","60.5700","5906675095714"
"RAW R-S1-WCB-B","21","121.0800","5010445674846"
"RAW R-S1-WCB-F","102","136.4500","5010445674860"
"RAW R-S1-XPT-A406085-4","5","127.7000","5906675095981"
"RAW R-S1-XPT-A408075-4","236","123.7600","5906675096001"
"RAW R-S1-XPT-A408115-4","33","232.6700","5906675096049"
"RAW R-S1-XPT-A410080-4","249","188.5700","5906675096063"
"RAW R-S1-XPT-A410140-4","61","279.4500","5906675096094"
"RAW R-S1-XPT-A412100-2","7","152.5500","5906675096100"
"RAW R-S1-XPT06085-4","3","83.0000","5906675095769"
"RAW R-S1-XPT08095-4","-4","68.9600","5906675095820"
"RAW R-S1-XPT08115-4","303","94.3600","5906675095844"
"RAW R-S1-XPT10095-4","126","89.6800","5906675095899"
"RAW R-S1-XPT10140-4","301","100.3700","5906675095929"
"RAW R-S1-XPT12100-2","166","65.6200","5906675095936"
"RAW R-SL1-10G+4060","0","86.4300","5906675438696"
"RAW R-SL1-4ALL-05+3530","696","138.3500","5906675438863"
"RAW R-SL1-4ALL-06+4540","1143","157.1300","5906675438870"
"RAW R-SL1-4ALL-06L+4560","693","212.3800","5906675438887"
"RAW R-SL1-4ALL-08+5060","704","145.7500","5906675438894"
"RAW R-SL1-4ALL-08L+5080","589","186.9000","5906675438900"
"RAW R-SL1-4ALL-10+6060","1072","112.4500","5906675438917"
"RAW R-SL1-DRA01","0","147.6800","5906675438658"
"RAW R-SL1-DRA01+3932","82","192.2200","5906675438665"
"RAW R-SL1-DRA02","0","359.4400","5906675438672"
"RAW R-SL1-DRA02+4534","149","455.0600","5906675438689"
"RAW R-SL1-DSX-4040","235","287.4800","5906675425634"
"RAW R-SL1-DSX-4050","158","187.7600","5906675425641"
"RAW R-SL1-DSX-4060","-3","206.4600","5906675425658"
"RAW R-SL1-DSX-5050","244","247.1800","5906675425665"
"RAW R-SL1-DSX-5060","193","281.4100","5906675425672"
"RAW R-SL1-DSX-5070","104","235.8400","5906675425689"
"RAW R-SL1-DSX-5080","232","192.4500","5906675425696"
"RAW R-SL1-DSX-5100","243","283.1600","5906675425702"
"RAW R-SL1-DSX-5120","319","390.4000","5906675425719"
"RAW R-SL1-FF1N-08L080","184","199.9500","5906675438955"
"RAW R-SL1-FF1N-08L100","310","213.9000","5906675438962"
"RAW R-SL1-FF1N-08L120","888","206.4000","5906675438979"
"RAW R-SL1-FF1N-10K080","351","239.7500","5906675438924"
"RAW R-SL1-FF1N-10K100","456","227.9000","5906675438931"
"RAW R-SL1-FF1N-10K120","435","202.1000","5906675438948"
"RAW R-SL1-FF1N-10L080","431","223.6000","5906675438986"
"RAW R-SL1-FF1N-10L100","473","216.0500","5906675438993"
"RAW R-SL1-FF1N-10L120","622","193.5000","5906675439006"
"RAW R-SL1-FIX-N06+4035","550","98.9000","5906675438412"
"RAW R-SL1-FIX-N08+4555","762","142.9500","5906675438436"
"RAW R-SL1-FIX-N10+5060","815","121.4500","5906675438443"
"RAW R-SL1-FIX-N12-8060","497","105.3500","5906675438450"
"RAW R-SL1-FX-N05C025","622","96.7400","5906675438573"
"RAW R-SL1-FX-N05C035","636","104.9500","5906675438580"
"RAW R-SL1-FX-N05L040","516","176.5000","5906675438467"
"RAW R-SL1-FX-N06C040","1256","118.5500","5906675438597"
"RAW R-SL1-FX-N06C060","614","97.5300","5906675438603"
"RAW R-SL1-FX-N06C080","715","112.2100","5906675438610"
"RAW R-SL1-FX-N06K040","0","118.1900","5906675438542"
"RAW R-SL1-FX-N06K060","0","97.7600","5906675438559"
"RAW R-SL1-FX-N06K080","0","113.5300","5906675438566"
"RAW R-SL1-FX-N06L040","255","120.5200","5906675438474"
"RAW R-SL1-FX-N06L060","190","96.9600","5906675438481"
"RAW R-SL1-FX-N06L080","34","112.8200","5906675438498"
"RAW R-SL1-FX-N08C060","704","88.1900","5906675438634"
"RAW R-SL1-FX-N08L060","490","87.1200","5906675438504"
"RAW R-SL1-FX-N08L080","292","99.1300","5906675438511"
"RAW R-SL1-FX-N08L100","279","99.5400","5906675438528"
"RAW R-SL1-FX-N08L120","388","112.6100","5906675438535"
"RAW R-SL1-GPB+4040","0","385.0400","5906675438641"
"RAW R-SL1-SM04032","0","341.7800","5906675438726"
"RAW R-SL1-SM04038","0","373.5200","5906675438733"
"RAW R-SL1-SM04046","0","202.2800","5906675438740"
"RAW R-SL1-SM05037","0","269.7800","5906675438757"
"RAW R-SL1-SM05052","0","310.7000","5906675438764"
"RAW R-SL1-SM05065","0","304.7500","5906675438771"
"RAW R-SL1-SM06037","0","306.3700","5906675438788"
"RAW R-SL1-SM06052","0","294.0700","5906675438795"
"RAW R-SL1-SM06065","0","261.6200","5906675438801"
"RAW R-SL1-SPO3050","146","270.2300","5906675438702"
"RAW R-SL1-SPO5050","126","288.6900","5906675438719"
"RAW R-SL1-UNO-05+3530","881","109.0400","5906675438818"
"RAW R-SL1-UNO-05-3530","2","97.8500","5906675438818"
"RAW R-SL1-UNO-06+4035","1466","114.6700","5906675438825"
"RAW R-SL1-UNO-07+4040","0","127.4800","5906675438832"
"RAW R-SL1-UNO-08+4540","1605","151.1400","5906675438849"
"RAW R-SL1-UNO-10+5045","1145","122.3200","5906675438856"
"RAW R-SM-04020","33","280.7800","5906675172323"
"RAW R-SM-04032","51","280.7800","5906675172347"
"RAW R-SM-04032K","0","540.3800","5906675144047"
"RAW R-SM-04032S","28","540.3800","5906675144054"
"RAW R-SM-04038","29","280.7800","5906675172361"
"RAW R-SM-04046","28","280.7800","5906675004655"
"RAW R-SM-04059","32","421.1000","5906675004662"
"RAW R-SM-05037","39","421.1000","5906675172385"
"RAW R-SM-05052","372","491.2700","5906675172408"
"RAW R-SM-05065","40","561.4300","5906675172422"
"RAW R-SM-06037","25","491.2700","5906675172446"
"RAW R-SM-06052","27","561.4300","5906675172460"
"RAW R-SM-06065","245","315.8600","5906675172484"
"RAW R-SM-06080","28","736.8300","5906675004679"
"RAW R-SM-08080","26","771.9100","5906675158181"
"RAW R-SPL-08090-15","4","1713.1700","5010445500107"
"RAW R-SPL-08110-40","10","2150.5400","5010445500152"
"RAW R-SPL-10105-20","18","2587.9100","5010445500206"
"RAW R-SPL-10120-40","12","2770.1400","5010445500251"
"RAW R-SPL-10140-60","10","3025.2800","5010445500305"
"RAW R-SPL-12120-25","37","1713.1700","5010445500350"
"RAW R-SPL-12150-50","20","2114.0900","5010445500404"
"RAW R-SPL-16145-25","4","1844.3800","5010445500503"
"RAW R-SPL-16170-50","58","2048.4900","5010445500558"
"RAW R-SPL-20175-30","28","3499.0900","5010445500657"
"RAW R-SPL-BP-08095-15","0","3089.5500","5010445501104"
"RAW R-SPL-BP-10110-20","0","5142.8600","5010445501203"
"RAW R-SPL-BP-12135-25","0","3278.5800","5010445501357"
"RAW R-SPL-BP-12160-50","0","3371.5200","5010445501401"
"RAW R-SPL-BP-16160-25","0","2806.5900","5010445501500"
"RAW R-SPL-BP-16185-50","0","2915.9300","5010445501555"
"RAW R-SPL-BP-20190-30","0","4235.3200","5010445501654"
"RAW R-SPL-C-08090-20","0","2114.0900","5010445502101"
"RAW R-SPL-C-10105-25","16","3061.7200","5010445502200"
"RAW R-SPL-C-12125-30","20","2314.5500","5010445502354"
"RAW R-SPL-C-16145-30","21","2296.3300","5010445502507"
"RAW R-SPL-II-06080-20L","0","3038.6300","5010445007217"
"RAW R-SPL-II-06080-20P","0","3098.8500","5010445007347"
"RAW R-SPL-II-06080-25C","0","3183.9500","5010445007408"
"RAW R-SPL-II-06110-50L","0","3253.3300","5010445007224"
"RAW R-SPL-II-06110-50P","0","3975.9700","5010445007354"
"RAW R-SPL-II-08080-10L","0","1743.9100","5010445007231"
"RAW R-SPL-II-08080-16C","0","1475.5800","5906675375496"
"RAW R-SPL-II-08090-20L","11","1801.5100","5010445007248"
"RAW R-SPL-II-08090-20P","0","1904.9300","5010445007361"
"RAW R-SPL-II-08090-26C","0","1887.9100","5010445007415"
"RAW R-SPL-II-08120-50L","0","1971.7000","5010445007255"
"RAW R-SPL-II-10090-10L","0","1983.4800","5010445007262"
"RAW R-SPL-II-10090-17C","0","1677.9200","5906675375502"
"RAW R-SPL-II-10100-20L","27","2062.0300","5010445007279"
"RAW R-SPL-II-10100-20P","0","2088.2100","5010445007378"
"RAW R-SPL-II-10100-27C","0","2158.9000","5010445007422"
"RAW R-SPL-II-10130-50L","0","2258.3900","5010445007286"
"RAW R-SPL-II-10180-100L","0","2518.7000","5906675375441"
"RAW R-SPL-II-12110-10L","0","3001.9800","5010445007293"
"RAW R-SPL-II-12125-25L","0","3153.8400","5010445007309"
"RAW R-SPL-II-12125-25P","0","3445.7700","5010445007385"
"RAW R-SPL-II-12125-33C","0","3304.3900","5010445007439"
"RAW R-SPL-II-12150-50L","0","2929.1500",""
"RAW R-SPL-II-12150-50P","0","3144.0700","5906675375489"
"RAW R-SPL-II-12200-100L","0","3313.1500","5906675375458"
"RAW R-SPL-II-16125-10L","0","3495.5200","5010445007323"
"RAW R-SPL-II-16125-10P","0","3930.1500","5010445007392"
"RAW R-SPL-II-16140-25L","0","3905.2800","5010445007330"
"RAW R-SPL-II-16165-50L","0","3311.5900","5906675375465"
"RAW R-SPL-II-16215-100L","0","2710.0500","5906675375472"
"RAW R-SPO-03050","4","211.6900","5010445944307"
"RAW R-SPO-05050","44","282.6200","5906675206950"
"RAW R-SPO-05080","28","320.2500","5010445944390"
"RAW R-SPO-06060","96","189.1800","5010445944420"
"RAW R-SPO-06080","7","214.7700","5010445944451"
"RAW R-SPO450","0","214.0000","5906675172743"
"RAW R-SPO475Z","4","244.3000","5906675172781"
"RAW R-SRS-06063","8","320.5400","5906675172804"
"RAW R-TFIX-8S-115","0","2279.7100","5906675417479"
"RAW R-TS-3016","85","134.5900","5906675056913"
"RAW R-TS-3020","41","140.1400","5906675056920"
"RAW R-TS-3025","-6","132.4000","5906675056937"
"RAW R-TS-3030","39","161.7300","5906675056944"
"RAW R-TS-3035","23","152.5500","5906675056951"
"RAW R-TS-3040","0","182.7000","5906675056968"
"RAW R-TS-3516","88","143.5300","5906675056975"
"RAW R-TS-3520","5","151.8600","5906675056982"
"RAW R-TS-3525","6","166.9700","5906675056999"
"RAW R-TS-3530","-28","177.4600","5906675057002"
"RAW R-TS-3535","0","166.4000","5906675057019"
"RAW R-TS-3545","0","111.0000","5906675057033"
"RAW R-TS-3550","-100","112.7500","5906675057040"
"RAW R-TS-4016","53","158.9500","5906675057057"
"RAW R-TS-4020","5","173.7600","5906675057064"
"RAW R-TS-4025","14","186.4000","5906675057071"
"RAW R-TS-4030","10","108.6900","5906675057088"
"RAW R-TS-4035","7","118.2500","5906675057095"
"RAW R-TS-4040","164","126.2600","5906675057101"
"RAW R-TS-4045","7","137.8300","5906675057118"
"RAW R-TS-4050","106","151.0900","5906675057125"
"RAW R-TS-4060","3","175.1500","5906675057132"
"RAW R-TS-4070","278","89.0700","5906675057149"
"RAW R-TS-5020","55","124.1100","5906675057156"
"RAW R-TS-5025","41","134.5900","5906675057163"
"RAW R-TS-5030","-19","141.8400","5906675057170"
"RAW R-TS-5035","61","152.0200","5906675057187"
"RAW R-TS-5040","450","84.2000","5906675057194"
"RAW R-TS-5050","373","99.6200","5906675057200"
"RAW R-TS-5060","123","112.0800","5906675057217"
"RAW R-TS-5070","46","121.8200","5906675057231"
"RAW R-TS-5080","76","78.4000","5906675057248"
"RAW R-TS-5090","-27","89.6000","5906675057255"
"RAW R-TS-5100","61","109.2100","5906675057262"
"RAW R-TS-5120","6","132.4000","5906675057279"
"RAW R-TS-6030","32","110.6600","5906675057286"
"RAW R-TS-6040","22","107.3000","5906675057293"
"RAW R-TS-6050","0","134.9000","5906675057309"
"RAW R-TS-6060","48","153.5900","5906675057316"
"RAW R-TS-6070","0","84.2500","5906675057323"
"RAW R-TS-6080","-11","108.0700","5906675057330"
"RAW R-TS-6090","0","101.3000","5906675057347"
"RAW R-TS-6100","-9","135.5500","5906675057354"
"RAW R-TS-6120","-53","164.1000","5906675057361"
"RAW R-TS-6140","-3","193.0900","5906675057378"
"RAW R-TS-6160","16","246.1700","5906675057385"
"RAW R-TS-6180","2","337.0900","5906675057392"
"RAW R-TS-6200","-3","373.1400","5906675057408"
"RAW R-UNO-BLU-40-C","6","41.9000","5906675166735"
"RAW R-UNO-BLU-80-C","660","47.5000","5010445685958"
"RAW R-UNO-BRN-288","32","211.8500","5010445685651"
"RAW R-UNO-BRN-48-C","288","31.3500","5010445685552"
"RAW R-UNO-BRN-96-C","7","49.2500","5010445685606"
"RAW R-UNO-GRY-40-C","1253","31.7000","5906675166797"
"RAW R-UNO-GRY-80-C","596","73.6000","5010445686153"
"RAW R-UNO-MIX-272-3W","391","190.4500","5010445686368"
"RAW R-UNO-RED-288","23","237.9000","5010445685255"
"RAW R-UNO-RED-48-C","586","26.3500","5010445685156"
"RAW R-UNO-RED-96-C","108","39.4500","5010445685200"
"RAW R-UNO-YEL-96-C","224","32.5000","5010445685002"
"RAW R-WB-48100","9","544.8700","5906675102436"
"RAW R-WB-48120","5","567.8100","5906675102443"
"RAW R-WBT-61075","130","484.2800","5906675101231"
"RAW R-WBT-61100","0","624.7600","5906675101408"
"RAW R-WBT-61120","0","887.3700","5906675101439"
"RAW R-WBT-61180","0","25.6600",""
"RAW R-WO-48140-PH2","8","1560.0900","5906675442105"
"RAW R-WO-48T100","1","511.4200","5906675104690"
"RAW R-WS-3525","32","242.8900","5906675174969"
"RAW R-WS-3535","14","355.8800","5906675174983"
"RAW R-WS-3545","66","417.8400","5906675175027"
"RAW R-WS-3595","44","203.5300","5906675175089"
"RAW R-WXM-DTS-48T080","3200","5.1800",""
"RAW R-XPT-06050-10","5","771.9100","5906675233499"
"RAW R-XPT-06065-5","59","807.3200","5906675233505"
"RAW R-XPT-06085-25","116","842.0700","5906675233512"
"RAW R-XPT-06100-40","3","912.2300","5906675250311"
"RAW R-XPT-08050-5","8","912.2300","5906675250328"
"RAW R-XPT-08060-10","64","912.2300","5906675234601"
"RAW R-XPT-08065-15","8","912.2300","5906675250335"
"RAW R-XPT-08075-10","52","982.3900","5906675233536"
"RAW R-XPT-08080-15","0","668.3400","5906675250342"
"RAW R-XPT-08085-20","70","982.3900","5906675249636"
"RAW R-XPT-08095-30","77","982.3900","5906675233543"
"RAW R-XPT-08115-50","104","1052.5500","5906675233550"
"RAW R-XPT-08140-75","19","1122.7100","5906675233567"
"RAW R-XPT-08150-85","0","1336.5400","5906675250359"
"RAW R-XPT-10065-5","32","596.5100","5906675233574"
"RAW R-XPT-10080-10","40","596.5100","5906675233581"
"RAW R-XPT-10095-25","161","631.5900","5906675233598"
"RAW R-XPT-10115-45","195","701.7500","5906675233604"
"RAW R-XPT-10130-60","23","736.8300","5906675249643"
"RAW R-XPT-10140-70","37","771.9100","5906675233611"
"RAW R-XPT-10150-80","10","824.7000","5906675249650"
"RAW R-XPT-10180-110","10","936.9600","5906675250366"
"RAW R-XPT-12080-5","26","806.9900","5906675233628"
"RAW R-XPT-12100-5","241","842.0700","5906675233635"
"RAW R-XPT-12120-25","0","912.2300","5906675250373"
"RAW R-XPT-12125-30","220","947.3100","5906675233642"
"RAW R-XPT-12135-40","12","982.3900","5906675250380"
"RAW R-XPT-12140-45","2","1017.4700","5906675249667"
"RAW R-XPT-12150-55","25","1087.6300","5906675233659"
"RAW R-XPT-12180-85","47","1192.8800","5906675233666"
"RAW R-XPT-12200-105","0","1280.7400","5906675312132"
"RAW R-XPT-12220-125","17","1452.8100","5906675233673"
"RAW R-XPT-12250-155","0","920.9200","5906675312149"
"RAW R-XPT-12280-185","0","786.3400","5906675312156"
"RAW R-XPT-16090-10","40","631.5900","5906675250397"
"RAW R-XPT-16100-5","129","719.2900","5906675233680"
"RAW R-XPT-16105-10","78","736.8300","5906675250403"
"RAW R-XPT-16125-5","24","806.9900","5906675233697"
"RAW R-XPT-16140-20","91","859.6100","5906675249063"
"RAW R-XPT-16150-30","66","894.6900","5906675249674"
"RAW R-XPT-16160-40","4","947.3100","5906675250410"
"RAW R-XPT-16180-60","16","999.9300","5906675249681"
"RAW R-XPT-16200-80","50","1277.2400","5906675312163"
"RAW R-XPT-16220-100","30","1403.3600","5906675233727"
"RAW R-XPT-16250-130","5","1488.5500","5906675312170"
"RAW R-XPT-16280-160","128","978.8800","5906675250427"
"RAW R-XPT-16300-180","0","691.0600","5906675312187"
"RAW R-XPT-20125-5","22","1368.2800","5906675233734"
"RAW R-XPT-20160-20","0","1613.8400","5906675233741"
"RAW R-XPT-20200-60","17","792.9600","5906675233758"
"RAW R-XPT-20250-110","0","848.7500","5906675312194"
"RAW R-XPT-20300-160","0","1185.8600","5906675233765"
"RAW R-XPT-24180-20","8","2848.6800","5906675233772"
"RAW R-XPT-24260-100","5","3508.1900","5906675233789"
"RAW R-XPT-24300-140","19","4385.2000","5906675233796"
"RAW R-XPT-HD-06050-10","2","1087.8000","5906675277844"
"RAW R-XPT-HD-06085-25","0","906.8900","5906675277851"
"RAW R-XPT-HD-06100-40","5","930.9400","5906675277868"
"RAW R-XPT-HD-08050-5","6","1192.8800","5906675277875"
"RAW R-XPT-HD-08060-10","0","1192.8800","5906675234007"
"RAW R-XPT-HD-08065-15","3","1263.0400","5906675277882"
"RAW R-XPT-HD-08075-10","0","1263.0400","5906675234014"
"RAW R-XPT-HD-08080-15","0","1312.4800","5906675277899"
"RAW R-XPT-HD-08095-30","48","1333.2000","5906675234618"
"RAW R-XPT-HD-08115-50","100","1473.5200","5906675234038"
"RAW R-XPT-HD-08140-75","0","1543.6800","5906675234045"
"RAW R-XPT-HD-10065-5","0","806.9900","5906675234052"
"RAW R-XPT-HD-10080-10","0","877.1500","5906675234069"
"RAW R-XPT-HD-10095-25","96","947.3100","5906675234076"
"RAW R-XPT-HD-10115-45","97","1017.4700","5906675234083"
"RAW R-XPT-HD-10130-60","0","1052.5500","5906675277905"
"RAW R-XPT-HD-10140-70","0","1087.6300","5906675234090"
"RAW R-XPT-HD-12080-5","2","1192.8800","5906675234106"
"RAW R-XPT-HD-12100-5","159","1263.0400","5906675234113"
"RAW R-XPT-HD-12125-30","183","1368.2800","5906675234625"
"RAW R-XPT-HD-12135-40","200","1438.4400","5906675277929"
"RAW R-XPT-HD-12150-55","0","1473.5200","5906675234137"
"RAW R-XPT-HD-12180-85","48","1613.8400","5906675234144"
"RAW R-XPT-HD-16100-5","0","1157.8000","5906675234168"
"RAW R-XPT-HD-16105-10","64","1192.8800","5906675277936"
"RAW R-XPT-HD-16125-5","19","1245.5000","5906675234175"
"RAW R-XPT-HD-16140-20","203","1289.4300","5906675277943"
"RAW R-XPT-HD-16150-30","30","1333.2000","5906675249728"
"RAW R-XPTIIA4-06050-10","13","1621.9100","5906675100081"
"RAW R-XPTIIA4-06085-25","8","1982.3000","5906675100104"
"RAW R-XPTIIA4-08060-10","12","2260.1000","5906675047232"
"RAW R-XPTIIA4-08065-15","8","2342.6900","5906675426488"
"RAW R-XPTIIA4-08075-10","15","2552.9200","5906675047249"
"RAW R-XPTIIA4-08085-20","5","2748.1300","5906675047256"
"RAW R-XPTIIA4-08095-30","32","3078.4900","5906675047263"
"RAW R-XPTIIA4-08105-40","0","3266.1900","5906675047270"
"RAW R-XPTIIA4-08115-50","33","3453.9000","5906675047287"
"RAW R-XPTIIA4-10065-5","14","1802.1000","5906675047294"
"RAW R-XPTIIA4-10080-10","20","1652.1000","5906675047300"
"RAW R-XPTIIA4-10095-15","55","2248.8400","5906675047317"
"RAW R-XPTIIA4-10115-35","32","2530.3900","5906675047324"
"RAW R-XPTIIA4-10130-50","15","2751.8800","5906675047331"
"RAW R-XPTIIA4-10140-60","13","2875.7700","5906675047348"
"RAW R-XPTIIA4-12080-5","0","2894.5400","5906675047355"
"RAW R-XPTIIA4-12100-5","120","3266.1900","5906675047362"
"RAW R-XPTIIA4-12115-20","29","3709.1700","5906675324548"
"RAW R-XPTIIA4-12120-25","0","3754.2200","5906675426464"
"RAW R-XPTIIA4-12125-30","18","3829.3000","5906675047379"
"RAW R-XPTIIA4-12150-55","20","4655.2000","5906675047386"
"RAW R-XPTIIA4-12180-85","0","5327.1800","5906675047393"
"RAW R-XPTIIA4-16125-5","25","4298.5600","5906675047409"
"RAW R-XPTIIA4-16140-20","34","4655.2000","5906675047416"
"RAW R-XPTIIA4-16150-30","10","5086.9200","5906675047430"
"RAW R-XPTIIA4-16180-60","6","5443.5500","5906675047447"
"RAW R-XPTIIA4-16220-100","0","4621.4500","5906675424859"
"RAW R-XPTIIA4-20125-5","9","12672.0100","5906675100241"
"RAW R-XPTIIA4-20160-20","0","14607.2300","5906675100364"
"RAW R-XPTIIA4-20200-60","6","7247.0100","5906675100401"
"RAW R-XPTIIA4-20300-160","20","8192.5000","5906675100418"
"RAW R-XPTIIA4-24260-100","17","11459.4300","5906675100432"
"RAW RT-BIT-TORX25-100","0","88.0000",""
"RAW RT-CGB-18V-DB2","0","4086.0000","5906675433103"
"RAW RT-HSSD-049","0","47.5300","5906675408194"
"RAW RT-HSSD-052","0","51.8500","5906675394800"
"RAW RT-HSSL-045","0","39.5000","5906675346571"
"RAW RT-HSSL-050","0","41.9700","5906675346588"
"RAW RT-HSSP-050","0","46.9100","5906675346359"
"RAW RT-MAXA-22-540","1","1682.5700","5906675026428"
"RAW RT-MAXA-24-540","5","1744.9100","5906675026442"
"RAW RT-SDSD-08-110","9","375.2800","5906675324234"
"RAW RT-SDSD-10-110","9","399.3500","5906675324241"
"RAW RT-SDSD-12-130","9","580.2000","5906675324258"
"RAW RT-SDSD-15-160","9","746.8500","5906675324265"
"RAW RT-SDSH-10-270","0","2033.6100","5906675397191"
"RAW RT-SDSH-12-320","0","1504.3900","5906675397207"
"RAW RT-SDSH-16-370","0","2673.4700","5906675397238"
"RAW RT-SDSH-8-270","0","1961.4400","5906675397184"
"RAW RT-SDSR-10-160","48","182.7000","5906675046099"
"RAW RT-SDSR-10-210","48","225.2900","5906675046105"
"RAW RT-SDSR-12-160","48","225.2900","5906675046150"
"RAW RT-SDSR-12-210","48","237.6300","5906675046167"
"RAW RT-SDSR-15-160","8","367.8700","5906675335360"
"RAW RT-SDSR-16-210","28","425.2700","5906675046242"
"RAW RT-SDSR-16-260","28","431.4500","5906675046259"
"RAW RT-SDSR-18-310","28","628.9600","5906675046280"
"RAW RT-SDSR-6-110","48","118.5100","5906675047713"
"RAW RT-SDSR-8-160","48","150.6000","5906675046044"
